駅名,利用者数
海ノ口,0
海南,5606
海士有木,196
海尻,0
海山道,1521
海岸寺,150
海岸通,1844
海崎,0
海浜幕張,136756
海浦,29
海瀬,0
海王丸,45
海田市,19830
海神,5715
海老名,152370
海老江,23920
海老津,7334
海芝浦,0
海路,0
海部,70
海鹿島,73
涌谷,1118
涙橋,730
涸沼,236
淀,15642
淀屋橋,232731
淀川,5262
淀江,422
淡路,36866
淡路町,61863
淡輪,2177
深井,25811
深堀町,1113
深川,2082
深戸,29
深日港,697
深日町,488
深江,18277
深江橋,22994
深浦,138
深溝,170
深田,12
深谷,20236
深郷田,16
淵垣,314
淵野辺,77846
添田,0
清児,1252
清和学園前,122
清峰高校前,477
清川,0
清川口,170
清明,116
清武,1240
清水,20665
清水五条,9375
清水公園,5031
清水原,0
清水川,139
清水沢,0
清水浜,0
清水町,441
清洲,8277
清流みはらし,0
清流新岩国,59
清滝,3295
清澄白河,58961
清瀬,69578
清畠,0
清荒神,8245
清輝橋,653
清里,372
清里町,0
清音,3358
渋川,6788
渋木,16
渋民,659
渋沢,27175
渋谷,1381618
渕東,63
渕高,1699
渚,151
渡,0
渡島当別,50
渡島沼尻,0
渡島砂原,0
渡島鶴岡,0
渡川,18
渡波,0
渡瀬,266
渡辺橋,8602
渡辺通,8296
温泉津,100
温田,380
港北,6900
港区役所,10228
港南中央,19627
港南台,64196
港山,321
港町,7963
湊,6698
湊川,9669
湊川公園,20838
湖北,8232
湖山,1212
湖遊館新駅,31
湘南台,92076
湘南江の島,4479
湘南海岸公園,1976
湘南深沢,5586
湘南町屋,6925
湯の山温泉,554
湯の川,1308
湯の川温泉,694
湯の洞温泉口,38
湯ノ岱,0
湯ノ峠,10
湯之元,718
湯前,373
湯尾,188
湯島,37549
湯川,10
湯平,0
湯本,4042
湯檜曽,0
湯江,0
湯沢,1262
湯河原,11984
湯浅,2012
湯浦,156
湯瀬温泉,48
湯玉,54
湯田中,1194
湯田村,1684
湯田温泉,2484
湯西川温泉,165
湯谷温泉,88
湯里,8
湯野,132
湯野上温泉,236
源じいの森,27
源道寺,1567
溜池山王,116255
溝の口,213508
溝口,3496
滋賀里,1763
滋野,781
滑川,2892
滑河,1706
滑津,0
滝,108
滝の茶屋,4562
滝ノ上,0
滝ノ間,0
滝不動,7496
滝井,5266
滝原,73
滝宮,566
滝尾,750
滝山,2071
滝川,3168
滝本,576
滝水,0
滝沢,3044
滝谷,5287
滝谷不動,6914
滝部,424
滝野,530
滝野川一丁目,1610
漆山,0
漕代,323
潜竜ヶ滝,73
潟元,1884
潟町,0
潮,0
潮来,656
潮見,27130
澄川,19860
瀬々串,0
瀬上,342
瀬峰,976
瀬戸,5360
瀬戸口,4242
瀬戸市,6357
瀬戸市役所前,2879
瀬戸瀬,0
瀬戸石,0
瀬田,36448
瀬見温泉,0
瀬谷,44085
瀬越,0
瀬辺地,0
瀬野,7186
瀬高,2160
灘,41354
為栗,10
烏丸,82325
烏丸御池,114068
烏山,1040
烏森,5019
烏江,769
然別,0
焼津,17737
焼石,46
熊ヶ根,0
熊取,21956
熊山,2716
熊崎,724
熊川,0
熊本,30880
熊本城・市役所前,2631
熊本駅前,7526
熊本高専前,506
熊西,480
熊谷,61112
熊野前,9677
熊野市,929
熱海,21506
熱田,6093
熱郛,0
燕,1918
燕三条,4636
片倉,10442
片倉町,21979
片原町,5362
片岡,1434
片浜,4986
片瀬山,3883
片瀬江ノ島,19828
片瀬白田,418
片貝,303
片野,4490
牛ケ原,4
牛ノ浜,28
牛ノ谷,44
牛久,25586
牛久保,1737
牛山,2472
牛島,488
牛津,1514
牛浜,9192
牛渕,237
牛渕団地前,876
牛田,22996
牛込柳町,21251
牛込神楽坂,15243
牟岐,266
牟礼,1281
牧,1456
牧之郷,428
牧山,58
牧志,6918
牧落,7720
牧野,19294
物井,8082
特牛,20
犀川,298
犀潟,1388
犬吠,103
犬塚,1083
犬山,17532
犬山口,2064
犬山遊園,1473
犬島新町,341
犬川,0
犬飼,0
狐ヶ崎,5474
狛江,48921
狛田,2849
狩場沢,39
狩川,130
狩生,0
狩留家,406
狭山,5995
狭山ヶ丘,25107
狭山市,41050
狭間,7820
狸小路,3458
猊鼻渓,0
猪名寺,19464
猪田道,51
猪苗代,1170
猪苗代湖畔,0
猪谷,498
猫又,0
猿和田,0
猿投,4108
猿橋,2568
猿猴橋町,2408
猿田,0
獨協大学前,59443
玄武洞,40
玉ノ井,1699
玉之江,102
玉出,20243
玉名,5094
玉垣,471
玉川,10783
玉川上水,42416
玉川学園前,46581
玉川村,344
玉戸,1412
玉手,834
玉村,92
玉来,0
玉柏,196
玉桂寺前,16
玉水,1922
玉江,294
玉淀,591
玉造,34012
玉造温泉,644
玉野,986
王子,129524
王子保,542
王子公園,17996
王子神谷,37449
王子駅前,9239
王寺,48152
玖村,2032
玖波,3400
玖珂,732
現川,1436
球場前,396
球泉洞,0
琴似,28450
琴平,2302
琴芝,1332
琴電屋島,840
琴電志度,1129
琴電琴平,1461
瑞光四丁目,9461
瑞江,57071
瑞浪,9354
瑞穂,0
瑞穂区役所,15214
瑞穂運動場東,9752
瑞穂運動場西,7402
環状通東,17896
瓜連,528
瓢箪山,21783
瓦ヶ浜,1329
瓦町,14860
甘地,1718
甘木,1238
甘露寺前,564
甚目寺,10693
生地,972
生山,160
生瀬,3468
生田,46037
生田原,0
生見,0
生野,496
生野屋,218
生駒,47254
生駒山上,295
生麦,29910
産業振興センター,4621
用土,0
用宗,3035
用瀬,166
用賀,67550
甫嶺,19
田んぼアート,16
田上,0
田並,14
田中,2301
田中口,159
田丸,1098
田主丸,1182
田井ノ浜,4
田井ノ瀬,660
田京,2580
田代,1162
田儀,64
田切,87
田原,46
田原坂,0
田原本,13250
田原町,34372
田吉,0
田園調布,35914
田奈,11038
田子,10
田子倉,0
田尻,0
田尾寺,4697
田山,0
田島,132
田島高校前,118
田崎橋,947
田川伊田,1284
田川市立病院,213
田川後藤寺,1652
田布施,2268
田本,2
田村,2540
田沢,1092
田沢湖,606
田沼,979
田津,0
田浦,4556
田添,47
田無,75418
田町,312728
田畑,304
田県神社前,4767
田神,1803
田窪,797
田立,123
田端,94880
田老,143
田舎館,87
田辺,9608
田辺島通,231
田野,986
田野倉,592
田野口,15
田野畑,116
田鶴浜,197
由仁,0
由宇,1600
由岐,128
由布院,2050
由比,2775
由比ヶ浜,2449
由良,1044
甲南,1614
甲南山手,23032
甲奴,24
甲子園,54968
甲子園口,37470
甲州街道,9087
甲府,30330
甲斐上野,141
甲斐住吉,959
甲斐大和,0
甲斐大島,12
甲斐大泉,110
甲斐小泉,0
甲斐岩間,207
甲斐常葉,50
甲東中学校前,235
甲東園,26007
甲浦,35
甲立,216
甲西,4636
甲賀,1400
甲陽園,9858
男川,4546
男衾,1685
男鹿,774
男鹿高原,2
町屋,62882
町屋二丁目,775
町屋駅前,8555
町方,1301
町田,289419
畑田,261
留萌,86
留辺蘂,0
畝傍,992
畝傍御陵前,4043
畠田,3366
畦野,7705
番田,28
発坂,116
発寒,9052
発寒中央,9004
発寒南,18014
登別,768
登戸,167685
白丸,0
白久,117
白井,9790
白井海岸,3
白兎,15
白坂,0
白塚,1640
白子,14563
白山,51183
白山長滝,9
白岡,25938
白島,2929
白川口,361
白市,3274
白庭台,9339
白木,43
白木原,9814
白木山,208
白楽,44323
白沢,493
白沢渓谷,831
白河,1248
白浜,1416
白浜の宮,5123
白滝,0
白石,28326
白石蔵王,1748
白神岳登山口,0
白糠,74
白糸台,6439
白老,1326
白金台,17677
白金高輪,42763
白銀,0
白馬,562
白馬大池,0
白鳥高原,23
白鷺,10666
百合が原,0
百合ヶ丘,21681
百舌鳥,7842
百舌鳥八幡,4540
百草園,7620
的場,6112
的場町,2125
的形,1648
皆実町二丁目,868
皆実町六丁目,3498
皆瀬,220
皆野,1066
益子,204
益生,2665
益田,880
盛,322
盛岡,35888
目出,22
目名,0
目時,33
目白,76380
目白山下,293
目黒,286145
直別,0
直川,0
直方,6704
直江,868
直江津,7240
直見,0
相ノ木,244
相内,0
相原,21234
相可,466
相川,16200
相月,13
相模原,58504
相模大塚,14284
相模大野,127169
相模沼田,2900
相模湖,4430
相模金子,1017
相武台下,0
相武台前,40324
相浦,195
相生,8710
相生山,8866
相知,0
相老,1361
相良藩願成寺,614
相見,3261
相賀,244
相野,5944
相野々,20
相馬,2288
県,617
県庁前,14907
県庁通り,1826
県病院前,3457
県立体育館前,209
県立大学,12350
県立美術館前,1939
県立美術館通,455
県総合運動場,3647
真倉,28
真土,6
真室川,236
真岡,791
真布,0
真幸,0
真滝,0
真申,63
真菅,5036
真駒内,25106
真鶴,6596
矢代田,2088
矢作,0
矢作橋,7068
矢倉,0
矢切,7903
矢加部,183
矢原,1300
矢口渡,25588
矢向,37972
矢吹,2132
矢場町,63180
矢岳,0
矢島,236
矢川,16694
矢幅,6048
矢掛,733
矢本,2432
矢板,5658
矢田,9340
矢田前,1282
矢神,26
矢祭山,0
矢美津,0
矢賀,1962
矢越,0
矢部,24790
矢野,15434
矢野口,20570
知内,0
知和,12
知多半田,11939
知多奥田,5559
知多武豊,6260
知寄町,530
知寄町一丁目,584
知寄町三丁目,497
知寄町二丁目,693
知床斜里,240
知来乙,0
知波田,87
知立,33768
石上,739
石下,913
石井,1842
石仏,4055
石倉,0
石刀,3012
石切,8887
石動,3142
石原,1003
石原町,0
石和温泉,5956
石地,0
石垣,0
石場,2566
石屋川,6838
石山,48206
石山寺,1941
石山通,1091
石岡,11334
石嶺,2045
石川,73
石川プール前,22
石川台,15474
石川町,65404
石巻,6486
石巻あゆみ野,0
石手川公園,481
石才,432
石打,242
石打ダム,0
石橋,10008
石橋阪大前,44802
石津,423
石津北,435
石津川,14475
石浜,2477
石清水八幡宮,8642
石狩月形,82
石狩沼田,0
石狩金沢,0
石生,812
石田,6943
石神井公園,82902
石神前,0
石蟹,206
石見,2142
石見川本,0
石見川越,0
石見松原,0
石見横田,18
石見津田,32
石見福光,30
石見簗瀬,0
石見都賀,0
石谷,0
石越,612
石部,3742
石鎚山,98
石鳥谷,2166
砂川,1304
砂川七番,4914
砂田橋,15272
砂越,0
研究学園,14600
砥堀,1432
砺波,2344
碁石海岸口,0
碇ヶ関,158
碧南,4031
碧南中央,4643
碧海古井,1260
磐城,1196
磐城塙,376
磐城太田,0
磐城守山,0
磐城常葉,0
磐城棚倉,332
磐城浅川,348
磐城石井,0
磐城石川,1036
磐梯熱海,508
磐梯町,316
磐田,16092
磯ノ浦,107
磯分内,0
磯原,3518
磯子,40564
磯山,1457
磯崎,120
磯部,2150
磯鶏,107
礼受,0
礼拝,0
礼文,0
社台,0
社家,0
社町,896
祇園,16269
祇園四条,55733
祇園新橋北,3993
祇園橋,491
祐天寺,32013
祖師ヶ谷大蔵,51085
祖母島,0
祖谷口,20
祝園,4656
神ノ木,566
神代,138
神代（鍋島邸前）,133
神保原,5656
神保町,287091
神俣,296
神前,868
神城,80
神埼,3288
神奈川,4751
神奈川新町,19584
神宮丸太町,8197
神宮前,33766
神宮寺,404
神宮西,8978
神尾,5
神山,0
神崎川,18861
神志山,167
神戸,145034
神戸三宮,113112
神戸空港,7095
神明,615
神明町,461
神杉,16
神村学園前,1944
神楽坂,42168
神楽岡,0
神武寺,6808
神水交差点,1092
神沢,6514
神泉,11328
神海,15
神田,212182
神田（交通局前）,847
神町,0
神畑,137
神目,130
神立,11080
神谷,130
神谷町,106952
神農原,82
神辺,2836
神野,2114
神鉄六甲,1128
神鉄道場,1963
神領,26673
禅昌寺,17
福,13123
福井,20602
福井口,469
福井城址大名町,114
福井駅,423
福住,32888
福俵,0
福光,1052
福原,300
福吉,850
福地,1337
福大前,14272
福大前西福井,1946
福居,810
福山,42374
福岡,1982
福岡空港,54861
福島,60212
福島今町,0
福島口,45
福島学院前,658
福島町,1210
福島高松,0
福崎,3282
福川,1494
福工大前,23102
福江,94
福浦,4154
福渡,534
福生,32790
福用,38
福田町,7942
福知山,7164
福知山市民病院口,37
福神,2423
福部,150
福野,1460
福間,18296
福音寺,1698
禾生,558
私市,2416
秋山,7791
秋川,13380
秋津,81168
秋田,21466
秋葉原,504534
秋鹿町,171
秦野,42011
秩父,1098
秩父別,0
稀府,0
程久保,1628
稚内,166
稚子塚,65
種差海岸,0
種市,258
稲原,136
稲城,21522
稲城長沼,16180
稲士別,0
稲子,15
稲尾,0
稲戸井,1458
稲村ヶ崎,4309
稲枝,5112
稲梓,53
稲毛,101356
稲毛海岸,43444
稲永,5400
稲沢,18047
稲田,336
稲田堤,52840
稲穂,0
稲積公園,9276
稲荷,17756
稲荷口,1025
稲荷山,676
稲荷山公園,10053
稲荷町,18410
稲野,7826
穂積,18687
穂高,2270
積志,1891
穴内,11
穴吹,1334
穴太,814
穴守稲荷,19922
穴山,0
穴川,3718
穴水,113
穴生,1189
穴部,1355
空港第2ビル,30082
空港通り,1305
窪川,1308
竈山,486
立ヶ花,0
立会川,19337
立場,22586
立小路,0
立山,3479
立川,337024
立川北,44151
立川南,32366
立川目,0
立木,16
立江,224
立田,22
立町,5810
立石,0
立花,49982
立道,66
立野,112
立間,106
立飛,12986
竜ヶ崎,2253
竜ヶ水,0
竜王,4818
竜田,384
竜田口,1464
竜田川,1867
竜舞,611
竜野,4408
竜飛海底,0
竪堀,2208
端岡,2658
端野,0
端間,1735
競艇場前,2924
競輪場前,853
競馬場前,4362
竹,0
竹ノ塚,72689
竹下,17386
竹中,0
竹原,1584
竹岡,0
竹村,3341
竹松,2366
竹橋,49315
竹沢,0
竹浦,0
竹田,30987
竹芝,4508
竹野,370
竹駒,0
竹鼻,2044
笈川,0
笑内,5
笠上黒生,78
笠寺,12555
笠岡,6752
笠島,0
笠師保,30
笠幡,5912
笠松,8726
笠田,1472
笠縫,2536
笠置,372
笠間,2684
第一通り,3174
笹原,11060
笹原田,13
笹子,0
笹川,640
笹平,0
笹木野,0
笹津,200
笹谷,1099
笹貫,1722
笹部,109
笹塚,82813
等々力,29530
等持院・立命館大学衣笠キャンパス前,816
筑前内野,0
筑前前原,14188
筑前垣生,784
筑前大分,1354
筑前山家,0
筑前山手,0
筑前岩屋,0
筑前庄内,0
筑前植木,1092
筑前深江,1764
筑後吉井,984
筑後大石,0
筑後船小屋,2306
筑後草野,0
筑波山頂,600
筑紫,6821
筑豊中間,874
筑豊直方,908
筑豊香月,571
筒井,7779
筒石,30
筬島,0
箕島,3286
箕浦,36
箕田,898
箕谷,1756
箕面,14664
箱作,4968
箱崎,12280
箱崎九大前,5740
箱崎宮前,8935
箱根ヶ崎,8980
箱根板橋,2314
箱根湯本,10609
箱石,0
箸別,0
箸尾,1722
箸蔵,102
節婦,0
築地,71205
築地口,9352
築地市場,26265
築城,1484
築山,3089
篠ノ井,19154
篠原,4358
篠塚,213
篠山口,6670
篠崎,41165
篠栗,9948
篠目,14
篠路,6156
簗場,0
籠原,30154
米ノ津,205
米内沢,94
米原,13713
米子,7070
米子空港,380
米山,0
米島口,112
米川,28
米沢,4778
米津,1964
米野,1285
米野木,6429
粉河,1952
粉浜,4180
粕川,254
粕淵,0
粟ヶ崎,39
粟井,808
粟屋,0
粟島（大阪屋ショップ前）,618
粟津,2582
粟生,2811
粟生津,0
粟野,148
糀谷,28843
糒,117
糠南,0
糠沢,0
糸井,0
糸島高校前,3014
糸崎,1352
糸田,156
糸貫,35
糸魚川,1242
糸魚沢,0
紀ノ川,2786
紀三井寺,4240
紀伊,7764
紀伊中ノ島,926
紀伊井田,69
紀伊佐野,460
紀伊内原,396
紀伊勝浦,684
紀伊天満,82
紀伊姫,14
紀伊宮原,1180
紀伊富田,94
紀伊小倉,1228
紀伊山田,1192
紀伊市木,86
紀伊御坊,60
紀伊新庄,80
紀伊日置,144
紀伊有田,12
紀伊浦神,18
紀伊清水,251
紀伊田原,28
紀伊田辺,2728
紀伊由良,616
紀伊神谷,13
紀伊細川,20
紀伊長島,433
紀伊長田,200
紀和,272
紀見峠,537
紋穂内,0
納内,0
純心学園前,1612
紙屋町東,7472
紙屋町西,16107
紫,6012
紫波中央,3092
紫香楽宮跡,133
細井川,700
細呂木,138
細岡,0
細浦,0
細畑,1812
細谷,2710
細野,0
経堂,82540
経塚,1293
経田,926
結城,4194
結崎,3885
絵笛,0
絹延橋,2035
綱島,103630
網代,0
網干,15518
網引,72
網田,0
網走,630
網野,186
綾ノ町,590
綾川,1428
綾瀬,455014
綾織,0
綾羅木,1538
綾部,3100
綾里,108
綿内,0
緋牛内,0
総元,7
総合リハビリセンター,6718
総合運動公園,14050
総持寺,14064
総社,7012
緑,0
緑が丘,10365
緑井,5458
緑園都市,25276
緑地公園,35552
緑川,0
緑橋,22700
緑町,516
緒川,3792
緒方,0
練馬,133700
練馬春日町,23110
練馬高野台,27327
縄文小ヶ田,7
縮景園前,608
繁藤,10
織笠,103
織部,20
置賜,0
美々,0
美々津,0
美並苅安,55
美乃坂本,2625
美乃浜学園,0
美佐島,7
美作加茂,142
美作千代,74
美作土居,42
美作大崎,44
美作江見,102
美作河井,22
美作滝尾,68
美作落合,442
美作追分,44
美加の台,3657
美合,7441
美咲が丘,2062
美唄,2652
美園,10476
美夜古泉,179
美女平,3479
美山,50
美川,1814
美幌,0
美旗,1456
美栄橋,6394
美江寺,52
美浜,444
美浜緑苑,436
美深,0
美濃太田,5729
美濃山崎,121
美濃川合,884
美濃市,142
美濃本郷,586
美濃松山,525
美濃津屋,257
美濃白鳥,157
美濃赤坂,602
美濃青柳,498
美濃高田,754
美瑛,946
美田園,1480
美留和,0
美祢,618
美章園,10530
美薗中央公園,2128
美術館図書館前,459
美袋,510
美談,34
美里,0
美馬牛,0
群馬八幡,2416
群馬原町,0
群馬大津,0
群馬総社,3392
群馬藤岡,2484
義塾高校前,83
羽ノ浦,1678
羽倉崎,6184
羽前中山,0
羽前前波,0
羽前千歳,0
羽前大山,0
羽前小松,580
羽前山辺,0
羽前成田,45
羽前松岡,0
羽前椿,50
羽前水沢,0
羽前沼沢,0
羽前豊里,0
羽前金沢,0
羽前長崎,752
羽前高松,0
羽咋,2548
羽場,1058
羽島市役所前,1820
羽帯,0
羽床,135
羽後中里,1
羽後亀田,120
羽後四ツ屋,0
羽後境,394
羽後太田,3
羽後岩谷,284
羽後本荘,2176
羽後牛島,1520
羽後長戸呂,7
羽後長野,184
羽後飯塚,212
羽村,27632
羽根尾,0
羽沢横浜国大,25422
羽犬塚,5910
羽生,13591
羽生田,994
羽田空港第1ターミナル,27549
羽田空港第1・第2ターミナル,97330
羽田空港第2ターミナル,29417
羽田空港第3ターミナル,29698
羽立,0
羽衣,22319
羽貫,4380
羽間,252
羽鳥,4632
羽黒,3456
羽黒下,198
翁島,0
習志野,13283
老津,635
耳成,3865
聖天坂,155
聖愛中高前,101
聖蹟桜ヶ丘,65246
聖高原,562
聚楽園,6671
肥前七浦,0
肥前久保,0
肥前古賀,690
肥前大浦,0
肥前山口,2326
肥前旭,1480
肥前浜,0
肥前白石,1396
肥前竜王,0
肥前長田,0
肥前長野,0
肥前飯田,0
肥前鹿島,2326
肥前麓,1094
肥後二見,59
肥後伊倉,0
肥後大津,5326
肥後橋,75628
肥後田浦,85
肥後西村,496
肥後長浜,0
肥後高田,470
胡町,4528
胡麻,550
能代,860
能瀬,572
能生,614
能町,338
能町口,36
能登中島,115
能登二宮,364
能登川,14606
能登部,1022
能登鹿島,4
能美根上,2582
能見台,30365
脇ノ沢,0
脇本,0
脇田,2430
腰越,2945
腹帯,0
膳,88
膳所,25830
膳所本町,2570
自動車学校前,2010
自治医大,7194
自然園前,2
自由が丘,156160
自由ヶ丘,13470
自衛隊前,6650
臼杵,1348
臼田,416
興戸,10496
興津,4278
舌山,69
舎人,8733
舎人公園,4760
舎熊,0
舞子,37712
舞子公園,3663
舞岡,5667
舞木,0
舞松原,2034
舞浜,166314
舞田,70
舞阪,5363
舟入南,1917
舟入川口町,2021
舟入幸町,1235
舟入本町,1820
舟入町,2069
舟形,172
舟戸,402
航空公園,24494
船佐,0
船堀,64062
船尾,636
船岡,6652
船平山,10
船引,1598
船戸,514
船橋,277900
船橋日大前,20270
船橋法典,38318
船橋競馬場,20709
船津,212
船町,519
船町口,10
船越,1132
艫作,0
良川,642
芝公園,33271
芝山千代田,1435
芝川,308
芝浦ふ頭,5090
芦ノ牧温泉,158
芦ノ牧温泉南,10
芦ヶ久保,340
芦別,0
芦原,716
芦原橋,12102
芦原温泉,3380
芦原町,225
芦屋,54270
芦屋川,15589
芦川,159
芦沢,90
芦花公園,14929
芦野公園,86
花原市,0
花咲,0
花園,7934
花園町,17280
花堂,65
花小金井,59220
花山,3113
花崎,10682
花巻,6574
花巻空港,1300
花月総持寺,7022
花水坂,553
花泉,714
花田口,499
花畑,7791
花畑町,2280
花白温泉,26
花輪,45
花隈,7121
芳養,142
芸大通,2040
芽室,554
苅安賀,959
苅田,4690
苅藻,3718
苔縄,4
苗穂,10400
若井,17
若宮,0
若松,2292
若松河田,32326
若林,9135
若栗,61
若桜,235
若江岩田,15832
若狭和田,248
若狭有田,116
若狭本郷,562
若狭高浜,640
若穂,0
若葉,38038
若葉台,26954
若葉町,1600
苦楽園口,12270
苦竹,5852
苧ケ瀬,838
苫小牧,6936
苫米地,101
英賀保,9246
茂原,22544
茂吉記念館前,0
茂尻,0
茂市,0
茂木,515
茂林寺前,1574
茂辺地,30
茂里町,4000
茅ヶ崎,113038
茅場町,129424
茅沼,0
茅町,677
茅野,7556
茗荷谷,78179
茨木,96486
茨木市,57191
茨目,0
茶内,0
茶屋ヶ坂,15326
茶屋町,7700
茶山,5064
茶志内,0
茶所,635
茶臼山,543
草加,88682
草江,170
草津,59138
草津南,1955
草薙,21922
草道,49
草野,478
荏原中延,13910
荏原町,17976
荒井,9250
荒子,4900
荒子川公園,6100
荒尾,2044
荒屋新町,96
荒島,802
荒川一中前,699
荒川七丁目,473
荒川二丁目,845
荒川区役所前,1689
荒川沖,16602
荒川車庫前,3350
荒川遊園地前,2207
荒木,2766
荒本,16277
荒河かしの木台,26
荒浜,0
荒瀬,4
荒田八幡,1387
荒町,414
荒畑,8996
荒砥,145
荒谷前,0
荒野台,179
荘原,638
荷稲,19
荻伏,0
荻川,3844
荻布,35
荻生,72
荻窪,181430
荻野,42
菅尾,0
菅谷,138
菅野,4195
菊名,136992
菊川,25887
菊水,22126
菊水山,0
菊間,358
菖蒲池,12583
菜園場町,1003
菜畑,3686
菰野,2428
萩,100
萩の台,2634
萩ノ茶屋,1550
萩原,2585
萩原天神,7544
萩山,10118
萩浦小学校前,384
萩生,0
萩野,0
萱島,23393
萱町六丁目,369
萱草,2
落合,27490
落合南長崎,28212
落合川,63
落居,50
落石,0
落部,0
葉多,113
葉木,0
葛,381
葛岡,0
葛島橋東詰,314
葛生,936
葛西,107152
葛西臨海公園,27458
葭川公園,2189
葭池温泉前,142
蒔田,22959
蒲原,1384
蒲池,1143
蒲生,17476
蒲生四丁目,17618
蒲田,292674
蒲郡,15525
蒲郡競艇場前,318
蒲須坂,0
蓬栄,0
蓬田,0
蓬莱,2058
蓮,0
蓮ヶ池,0
蓮台寺,700
蓮根,19459
蓮池町通,315
蓮沼,8577
蓮田,41798
蓮町（馬場記念公園前）,1074
蓮花寺,813
蔚山町,680
蔵内,0
蔵前,37943
蔵宿,43
蔵本,906
蔵王,2210
蕨,123052
蕨岱,0
薊野,384
薩摩今和泉,892
薩摩塩屋,0
薩摩大川,13
薩摩川尻,0
薩摩松元,1156
薩摩板敷,0
薩摩高城,5
薬園台,15045
薬師堂,11334
薬水,85
薬院,42239
薬院大通,6223
藍本,322
藍那,141
藤が丘,61332
藤の牛島,7141
藤ノ木,0
藤並,2522
藤井,56
藤井寺,35802
藤代,12766
藤山,0
藤岡,1330
藤島,560
藤崎,24683
藤崎宮前,2013
藤川,6576
藤枝,22622
藤根,0
藤棚,216
藤森,12315
藤江,2859
藤沢,219234
藤沢本町,21694
藤浪,4797
藤生,1014
藤田,1290
藤野,4530
藤阪,6432
藪原,226
藪塚,1097
藪神,0
藻琴,0
蘇原,2047
蘇我,68488
蘭島,0
蘭留,0
蘭越,0
虎ノ門,110008
虎ノ門ヒルズ,0
虎姫,1418
虎杖浜,0
虫川大杉,165
虹,639
虹ノ松原,0
蚊爪,319
蚕ノ社,758
蚕桑,23
蛇田,1706
蛍橋,548
蛍池,41690
蛍茶屋,2600
蛸地蔵,4677
螢田,6059
蟇目,0
蟹江,7369
蟹田,300
行啓通,1437
行川アイランド,0
行徳,57818
行橋,12342
行波,56
行田,13320
行田市,1685
衣山,2251
衣摺加美北,4292
衣笠,17136
表参道,183989
表木山,0
袋,26
袋井,10650
袋倉,0
袋田,150
袋町,2796
袖ヶ浦,10854
袖崎,0
裾野,5015
襟野々,132
西11丁目,32010
西15丁目,3466
西18丁目,31934
西28丁目,20722
西4丁目,12610
西8丁目,1330
西ノ京,7800
西ノ口,994
西ノ庄,665
西ヶ原,8845
西ヶ原四丁目,2515
西ヶ方,8
西一宮,475
西三次,6
西三荘,16085
西上田,1781
西中,0
西中島南方,66694
西中通,0
西中野,389
西九条,62352
西二見,4417
西京極,18233
西人吉,0
西仙台ハイランド,0
西代,6175
西佐川,522
西元町,4463
西入善,424
西八王子,64432
西出水,439
西出雲,622
西分,50
西別所,277
西別院,295
西前田,131
西加積,54
西勝間田,22
西北見,0
西千葉,44770
西原,7573
西取手,2575
西古川,0
西可児,3981
西台,27098
西吉井,140
西向日,10315
西吾野,343
西和田,0
西唐津,1006
西国分寺,59856
西国立,20370
西堀端,532
西塩釜,0
西大井,31666
西大分,958
西大原,11
西大垣,395
西大塚,16
西大宮,20660
西大家,3981
西大寺,7262
西大寺町,536
西大山,0
西大島,29561
西大崎,0
西大手,154
西大方,7
西大橋,14475
西大洲,72
西大滝,0
西大路,33820
西大路三条,1011
西大路御池,12157
西天下茶屋,270
西太刀洗,184
西太子堂,882
西女満別,0
西宮,48577
西宮北口,103925
西宮名塩,17370
西富井,678
西富士宮,2474
西富山,778
西富岡,153
西寒河江,0
西小倉,10536
西小坂井,2357
西小山,37342
西小林,0
西小泉,1523
西尾,10487
西尾口,615
西屋敷,0
西山,368
西山公園,24
西山口,266
西山名,154
西山天王山,12333
西岐阜,12485
西岡崎,3797
西岩国,746
西岸,24
西川原,7746
西川口,117142
西川田,2410
西川緑道公園,389
西川越,2694
西巣鴨,30335
西帯広,0
西幡豆,604
西平内,123
西広島,18678
西府,20718
西庶路,0
西御坊,40
西御料,0
西戸崎,1838
西所沢,25720
西掛川,182
西敦賀,234
西新,49694
西新井,66712
西新井大師西,12163
西新宿,91457
西新宿五丁目,36022
西新湊,202
西新町,4721
西新発田,0
西方,23
西日暮里,201880
西日野,2021
西早稲田,39863
西明寺,10
西明石,64098
西春,23983
西春江ハートピア,264
西有田,117
西木場,40
西木津,916
西条,18976
西松井田,0
西松本,91
西枇杷島,709
西栗栖,170
西桐生,1634
西桑名,4567
西梅田,118272
西様似,0
西横浜,14832
西武園,3591
西武園ゆうえんち,682
西武新宿,183666
西武柳沢,16616
西武球場前,13830
西武秩父,7146
西武立川,11705
西気賀,66
西永福,18838
西江井ヶ島,2743
西泉,271
西浜田,312
西浜町,1200
西浦,776
西浦上,1812
西浦和,29910
西海鹿島,30
西添田,0
西滑川,321
西滝沢,59
西灘,5128
西焼津,12009
西熊本,2500
西燕,0
西片上,1178
西牟田,818
西瑞穂,0
西田井,45
西田原本,5690
西田平,237
西田辺,24121
西町,1496
西畑,7
西留辺蘂,0
西登戸,2636
西白井,12587
西目,588
西相生,1734
西相知,0
西神中央,50016
西神南,27432
西神楽,0
西立川,13656
西笠松,1118
西笠田,102
西米沢,0
西粟倉,3
西線11条,3308
西線14条,3074
西線16条,2675
西線6条,2320
西線9条旭山公園通,2128
